,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,Shots,Shots,Shots,Ice Time,Ice Time,Faceoffs,Faceoffs,Faceoffs,,,,,,-additional
Rk,Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO%,BLK,HIT,TAKE,GIVE,Awards,-9999
1,Connor McDavid,24,EDM,C,56,33,72,105,21,20,24,9,0,11,44,28,0,200,16.5,314,1240:36,22:09,316,322,49.5,24,61,36,47,ASnhl-1Byng-20Hart-1Ross-1Selke-27Pearson-1,mcdavco01
2,Leon Draisaitl,25,EDM,C,56,31,53,84,29,22,15,15,1,8,36,17,0,168,18.5,302,1242:33,22:11,574,457,55.7,12,37,56,71,ASnhl-4Hart-8Selke-13,draisle01
3,Brad Marchand,32,BOS,LW,53,29,40,69,26,46,21,4,4,5,23,14,3,143,20.3,228,1002:15,18:55,11,24,31.4,11,66,42,36,ASnhl-1Hart-5Selke-9,marchbr03
4,Mitch Marner,23,TOR,RW,55,20,47,67,21,20,20,0,0,5,31,14,2,156,12.8,295,1233:29,22:26,4,1,80.0,41,23,53,69,ASnhl-1Byng-24Hart-19Selke-10,marnemi01
5,Patrick Kane,32,CHI,RW,56,15,51,66,-7,14,12,3,0,3,32,19,0,191,7.9,323,1244:52,22:14,2,5,28.6,15,13,33,45,ASnhl-4Byng-18Hart-15,kanepa01
6,Auston Matthews,23,TOR,C,52,41,25,66,21,10,31,10,0,12,22,3,0,222,18.5,366,1120:46,21:33,450,417,51.9,47,57,47,53,ASnhl-2Byng-3Hart-2Richard-1Selke-27,matthau01
7,Mikko Rantanen,24,COL,RW,52,30,36,66,30,34,21,9,0,7,21,15,0,177,16.9,310,1035:44,19:55,32,32,50.0,20,26,32,16,ASnhl-2Hart-10Selke-18,rantami01
8,Nathan MacKinnon,25,COL,C,48,20,45,65,22,37,12,8,0,2,28,17,0,206,9.7,374,977:29,20:22,239,254,48.5,15,38,16,29,ASnhl-3Byng-11Hart-3Selke-22,mackina01
9,Mark Scheifele,27,WPG,C,56,21,42,63,-4,12,17,4,0,4,29,13,0,126,16.7,205,1173:54,20:58,352,355,49.8,38,31,48,37,Byng-16,scheima01
10,Sidney Crosby,33,PIT,C,55,24,38,62,8,26,18,5,1,5,21,17,0,159,15.1,251,1121:54,20:24,676,586,53.6,28,44,51,54,ASnhl-5Hart-4Selke-14,crosbsi01
11,Jonathan Huberdeau,27,FLA,LW,55,20,41,61,12,36,15,5,0,1,22,19,0,122,16.4,189,1012:34,18:25,17,22,43.6,11,51,37,43,ASnhl-2Hart-13,huberjo01
12,Mark Stone,28,VEG,RW,55,21,40,61,26,28,14,6,1,8,29,11,0,98,21.4,173,1048:21,19:04,12,18,40.0,33,31,58,24,ASnhl-3Hart-9Selke-3,stonema01
13,Aleksander Barkov,25,FLA,C,50,26,32,58,12,14,18,7,1,6,20,12,0,176,14.8,261,1046:52,20:56,563,463,54.9,37,31,39,23,ASnhl-6Byng-4Hart-6Selke-1,barkoal01
14,Artemi Panarin,29,NYR,LW,42,17,41,58,14,6,12,5,0,1,28,13,0,106,16.0,222,825:00,19:39,0,3,0.0,7,13,21,26,ASnhl-3Byng-5,panarar01
15,David Perron,32,STL,LW,56,19,39,58,6,22,13,6,0,2,24,15,0,151,12.6,288,1038:45,18:33,0,6,0.0,25,45,17,32,ASnhl-8,perroda01
16,Sebastian Aho,23,CAR,F,56,24,33,57,16,32,14,7,3,7,22,11,0,148,16.2,251,1090:21,19:28,365,327,52.7,25,38,33,61,ASnhl-7Hart-17Selke-25,ahose01
17,Jake Guentzel,26,PIT,C,56,23,34,57,7,28,17,6,0,7,21,12,1,141,16.3,238,1134:58,20:16,3,9,25.0,32,43,17,23,ASnhl-6,guentja01
18,Alex DeBrincat,23,CHI,RW,52,32,24,56,3,12,22,9,1,7,15,9,0,155,20.6,268,1068:04,20:32,16,24,40.0,22,70,31,43,ASnhl-5Byng-26,debrial01
19,Ryan O'Reilly,29,STL,C,56,24,30,54,26,18,18,4,2,4,22,8,0,129,18.6,185,1161:56,20:45,703,493,58.8,26,24,43,24,Byng-31Hart-18Selke-5,oreilry01
20,Nicklas Bäckström,33,WSH,C,55,15,38,53,0,14,10,5,0,0,21,17,0,91,16.5,161,1022:43,18:36,353,378,48.3,27,25,33,24,Byng-29,backsni02
21,Gabriel Landeskog,28,COL,LW,54,20,32,52,14,34,11,9,0,8,26,6,0,155,12.9,271,1077:41,19:57,288,221,56.6,28,81,16,35,ASnhl-7,landega01
22,Kirill Kaprizov,23,MIN,LW,55,27,24,51,10,16,19,8,0,3,19,5,0,157,17.2,280,1006:22,18:18,3,21,12.5,18,29,27,35,ASnhl-4AR-1Hart-15Calder-1,kapriki01
23,Max Pacioretty,32,VEG,LW,48,24,27,51,20,14,18,6,0,6,21,6,0,174,13.8,285,861:05,17:56,20,23,46.5,29,33,15,17,ASnhl-11Byng-52,pacioma01
24,Joe Pavelski,36,DAL,C,56,25,26,51,22,16,12,13,0,4,18,8,0,139,18.0,242,1065:14,19:01,362,334,52.0,39,64,17,20,Byng-23Selke-7,paveljo01
25,Kyle Connor,24,WPG,LW,56,26,24,50,-4,12,16,10,0,5,21,3,0,166,15.7,302,1049:21,18:44,6,4,60.0,18,18,37,32,ASnhl-10,connoky01
26,Anže Kopitar,33,LAK,C,56,13,37,50,-7,10,10,3,0,4,17,20,0,118,11.0,216,1186:14,21:11,661,493,57.3,37,45,12,34,Byng-8Selke-12,kopitan01
27,John Tavares,30,TOR,C,56,19,31,50,12,14,13,6,0,2,25,6,0,163,11.7,278,1019:02,18:12,471,381,55.3,28,51,32,55,,tavarjo01
28,Mika Zibanejad,27,NYR,C,56,24,26,50,2,18,12,10,2,7,20,4,2,171,14.0,316,1125:37,20:06,479,555,46.3,44,75,39,45,Byng-52,zibanmi01
29,Brock Boeser,23,VAN,RW,56,23,26,49,-3,16,14,8,1,1,20,6,0,141,16.3,247,1081:54,19:19,8,14,36.4,20,32,16,31,,boesebr01
30,Johnny Gaudreau,27,CGY,LW,56,19,30,49,2,6,12,7,0,5,18,12,0,112,17.0,197,1031:10,18:25,0,1,0.0,9,8,23,59,Byng-12,gaudrjo01
31,Evander Kane,29,SJS,LW,56,22,27,49,-1,42,17,3,2,2,21,4,2,194,11.3,322,1131:02,20:12,23,34,40.4,22,97,30,33,,kaneev01
32,Ryan Strome,27,NYR,C,56,14,35,49,6,39,11,3,0,1,18,15,2,128,10.9,210,1023:13,18:16,321,422,43.2,18,22,22,32,,stromry01
33,Tyson Barrie,29,EDM,D,56,8,40,48,5,10,4,4,0,2,21,19,0,146,5.5,291,1198:12,21:24,0,0,,59,26,16,43,ASnhl-12Byng-32,barrity01
34,Patrice Bergeron,35,BOS,C,54,23,25,48,27,16,13,7,3,3,18,6,1,182,12.6,298,983:59,18:13,714,433,62.2,36,49,35,14,Byng-27Selke-2Messier-1,bergepa01
35,Pavel Buchnevich,25,NYR,LW,54,20,28,48,12,42,16,1,3,2,20,7,1,120,16.7,201,1011:34,18:44,4,14,22.2,29,49,30,39,,buchnpa01
36,David Pastrňák,24,BOS,RW,48,20,28,48,10,24,14,6,0,3,20,8,0,176,11.4,334,893:29,18:37,2,5,28.6,13,35,25,31,ASnhl-5Hart-19,pastrda01
37,Brayden Point,24,TBL,C,56,23,25,48,2,11,17,6,0,6,16,9,0,131,17.6,213,1032:25,18:26,257,263,49.4,18,23,27,11,Byng-22,pointbr01
38,Adam Fox,22,NYR,D,55,5,42,47,19,14,2,2,1,1,20,21,1,102,4.9,181,1358:51,24:42,0,1,0.0,102,23,38,36,ASnhl-1Byng-30Hart-13Norris-1,foxad01
39,Elias Lindholm,26,CGY,C,56,19,28,47,10,22,13,6,0,4,17,10,1,130,14.6,202,1114:06,19:54,509,482,51.4,34,53,30,26,,lindhel01
40,Nikolaj Ehlers,24,WPG,LW,47,21,25,46,15,15,15,6,0,5,18,7,0,148,14.2,253,795:14,16:55,1,0,100.0,12,26,18,19,,ehlerni01
41,J.T. Miller,27,VAN,C,53,15,31,46,-7,43,11,3,1,4,16,15,0,106,14.2,198,1111:10,20:58,279,247,53.0,24,90,29,47,,millejt01
42,Ondřej Palát,29,TBL,LW,55,15,31,46,1,26,8,7,0,6,18,13,0,111,13.5,189,960:03,17:27,0,6,0.0,43,82,26,17,,palaton01
43,Blake Wheeler,34,WPG,RW,50,15,31,46,-17,50,11,4,0,2,20,11,0,113,13.3,169,917:02,18:20,3,5,37.5,30,63,25,16,,wheelbl01
44,Mathew Barzal,23,NYI,C,55,17,28,45,15,48,16,1,0,1,21,7,0,134,12.7,217,1030:29,18:44,152,198,43.4,13,22,28,45,,barzama01
45,Victor Hedman,30,TBL,D,54,9,36,45,5,28,8,1,0,2,13,23,0,136,6.6,316,1352:26,25:03,0,0,,73,51,12,28,ASnhl-3Norris-3,hedmavi01
46,Kris Letang,33,PIT,D,55,7,38,45,19,32,6,1,0,2,23,14,1,132,5.3,261,1355:40,24:39,0,1,0.0,65,92,23,55,ASnhl-9Norris-9,letankr01
47,Jason Robertson,21,DAL,LW,51,17,28,45,13,16,16,1,0,3,23,5,0,127,13.4,204,861:13,16:53,5,2,71.4,13,28,19,28,AR-1Calder-2,roberja01
48,Oliver Bjorkstrand,25,CBJ,RW,56,18,26,44,-15,23,16,2,0,0,22,4,0,143,12.6,237,986:08,17:37,3,4,42.9,30,42,39,26,,bjorkol01
49,André Burakovsky,25,COL,LW,53,19,25,44,4,10,15,4,0,3,15,10,0,102,18.6,180,799:53,15:06,2,2,50.0,16,22,16,24,,burakan01
50,John Carlson,31,WSH,D,52,10,34,44,-5,12,7,3,0,1,22,12,0,128,7.8,251,1236:40,23:47,0,0,,69,52,24,21,ASnhl-13Byng-42Norris-12,carlsjo01
51,David Krejčí,34,BOS,C,51,8,36,44,16,16,5,3,0,1,23,13,0,83,9.6,141,873:52,17:08,321,271,54.2,26,25,21,28,,krejcda01
52,Cale Makar,22,COL,D,44,8,36,44,17,12,4,4,0,3,18,18,0,104,7.7,225,1069:34,24:19,0,0,,36,49,32,21,ASnhl-2Byng-14Hart-12Norris-2,makarca01
53,Jonathan Marchessault,30,VEG,C,55,18,26,44,19,39,15,3,0,4,23,3,0,176,10.2,331,958:18,17:25,41,47,46.6,14,44,29,22,,audymjo01
54,Tyler Toffoli,28,MTL,C,52,28,16,44,0,24,19,7,2,5,12,3,1,158,17.7,265,911:14,17:31,21,33,38.9,12,75,25,31,ASnhl-6,toffoty01
55,Claude Giroux,33,PHI,C,54,16,27,43,-4,12,15,1,0,2,17,10,0,120,13.3,211,977:42,18:06,484,328,59.6,6,32,19,16,,giroucl01
56,Tomáš Hertl,27,SJS,C,50,19,24,43,1,27,14,4,1,2,18,6,0,112,17.0,190,956:47,19:08,486,394,55.2,39,39,35,24,,hertlto01
57,Roope Hintz,24,DAL,LW,41,15,28,43,13,4,9,6,0,1,16,12,0,92,16.3,186,747:31,18:14,231,238,49.3,15,52,8,23,Byng-6,hintzro01
58,Phil Kessel,33,ARI,RW,56,20,23,43,-17,12,16,4,0,3,14,9,0,115,17.4,206,956:57,17:05,1,3,25.0,9,8,19,20,Byng-38,kesseph01
59,T.J. Oshie,34,WSH,C,53,22,21,43,-3,18,9,13,0,1,17,4,0,106,20.8,170,957:23,18:04,139,151,47.9,27,70,28,28,,oshietj01
60,Matthew Tkachuk,23,CGY,LW,56,16,27,43,6,55,12,4,0,0,16,11,0,151,10.6,262,1016:45,18:09,3,4,42.9,9,132,21,61,,tkachma01
61,Vincent Trocheck,27,CAR,C,47,17,26,43,-3,20,10,7,0,2,15,11,0,123,13.8,189,856:37,18:14,431,338,56.0,28,107,17,31,,trochvi01
62,James van Riemsdyk,31,PHI,LW,56,17,26,43,2,14,7,10,0,1,24,2,0,132,12.9,197,926:27,16:33,9,9,50.0,16,40,20,10,,vanrija01
63,Jakub Voráček,31,PHI,RW,53,9,34,43,-12,18,9,0,0,2,26,8,0,104,8.7,195,896:36,16:55,7,10,41.2,20,17,19,27,,voracja01
64,Dougie Hamilton,27,CAR,D,55,10,32,42,20,35,7,2,1,2,16,16,0,180,5.6,362,1249:43,22:43,0,0,,64,52,19,44,ASnhl-4Norris-4,hamildo01
65,William Nylander,24,TOR,C,51,17,25,42,10,16,13,4,0,2,18,7,0,133,12.8,217,846:38,16:36,13,10,56.5,15,12,30,41,,nylanwi01
66,Alex Ovechkin,35,WSH,LW,45,24,18,42,-7,12,15,9,0,6,10,8,0,182,13.2,351,877:35,19:30,0,2,0.0,23,98,11,20,ASnhl-9,ovechal01
67,Jeff Petry,33,MTL,D,55,12,30,42,6,20,8,4,0,2,18,11,1,128,9.4,259,1250:34,22:44,0,0,,60,97,10,75,ASnhl-14Norris-13,petryje01
68,Bryan Rust,28,PIT,RW,56,22,20,42,9,18,16,6,0,6,15,5,0,154,14.3,258,1104:33,19:43,3,3,50.0,30,62,30,30,,rustbr01
69,Andrei Svechnikov,20,CAR,RW,55,15,27,42,1,44,11,4,0,1,14,13,0,147,10.2,288,964:39,17:32,2,4,33.3,18,114,23,45,,svechan01
70,Shea Theodore,25,VEG,D,53,8,34,42,28,14,8,0,0,0,19,15,0,161,5.0,348,1194:57,22:33,0,0,,43,22,25,35,ASnhl-5Norris-6,theodsh01
71,Jakob Chychrun,22,ARI,D,56,18,23,41,-6,42,13,5,0,3,14,9,0,176,10.2,355,1309:44,23:23,0,0,,89,59,20,36,ASnhl-10Norris-10,chychja01
72,Sean Couturier,28,PHI,C,45,18,23,41,-4,8,15,3,0,4,16,7,0,120,15.0,206,869:46,19:20,427,323,56.9,22,34,21,14,Byng-19Selke-15,coutuse01
73,Quinn Hughes,21,VAN,D,56,3,38,41,-24,22,3,0,0,0,19,19,0,98,3.1,233,1277:03,22:48,0,0,,43,18,34,60,,hughequ01
74,Martin Nečas,22,CAR,C,53,14,27,41,25,10,8,4,2,3,18,7,2,114,12.3,188,916:27,17:17,36,42,46.2,32,45,17,49,,necasma01
75,Nick Suzuki,21,MTL,C,56,15,26,41,-5,26,9,5,1,1,17,8,1,110,13.6,204,1018:10,18:11,350,446,44.0,38,70,30,41,,suzukni01
76,Kevin Fiala,24,MIN,LW,50,20,20,40,-2,43,14,6,0,5,12,8,0,162,12.3,290,844:59,16:54,5,10,33.3,13,27,41,45,,fialake01
77,Sam Reinhart,25,BUF,C,54,25,15,40,-28,10,15,10,0,5,9,6,0,130,19.2,215,1055:06,19:32,126,150,45.7,27,15,17,22,,reinhsa01
78,Andrew Copp,26,WPG,C,55,15,24,39,2,20,9,6,0,1,17,6,1,115,13.0,177,1003:46,18:15,123,109,53.0,41,67,22,25,,coppan01
79,Conor Garland,24,ARI,RW,49,12,27,39,-3,26,9,3,0,1,20,7,0,135,8.9,241,878:07,17:55,7,14,33.3,19,26,34,19,,garlaco01
80,Bo Horvat,25,VAN,C,56,19,20,39,-6,23,11,7,1,3,16,4,0,131,14.5,226,1113:49,19:53,648,577,52.9,38,64,25,22,,horvabo01
81,William Karlsson,28,VEG,C,56,14,25,39,19,4,13,1,0,4,17,7,1,111,12.6,198,1045:26,18:40,518,441,54.0,29,29,30,15,Byng-7,karlswi01
82,Joel Farabee,20,PHI,LW,55,20,18,38,0,28,17,3,0,1,14,4,0,122,16.4,189,881:00,16:01,6,9,40.0,21,48,27,20,,farabjo01
83,Dominik Kubalík,25,CHI,LW,56,17,21,38,-3,18,13,4,0,1,11,10,0,156,10.9,260,868:57,15:31,0,3,0.0,17,57,12,19,,kubaldo01
84,Jordan Staal,32,CAR,C,53,16,22,38,2,30,9,7,0,4,14,7,1,103,15.5,168,979:44,18:29,628,455,58.0,24,135,15,21,Selke-8,staaljo01
85,Yanni Gourde,29,TBL,C,56,17,19,36,10,44,15,2,0,4,15,4,0,118,14.4,182,956:08,17:04,316,333,48.7,21,51,18,13,,gourdya01
86,Mike Hoffman,31,STL,C,52,17,19,36,2,10,10,7,0,3,9,10,0,113,15.0,185,783:20,15:04,6,3,66.7,12,29,21,20,,hoffmmi02
87,John Klingberg,28,DAL,D,53,7,29,36,-15,23,5,2,0,1,14,15,0,108,6.5,231,1202:53,22:42,0,0,,52,49,17,51,,klingjo01
88,Darnell Nurse,25,EDM,D,56,16,20,36,27,57,15,1,0,2,14,6,0,154,10.4,288,1435:00,25:38,0,0,,100,117,24,61,ASnhl-8Norris-7,nurseda01
89,Brayden Schenn,29,STL,C,56,16,20,36,-2,35,10,6,0,2,17,3,0,113,14.2,180,1072:02,19:09,318,290,52.3,35,119,24,19,,schenbr01
90,Brady Tkachuk,21,OTT,LW,56,17,19,36,-17,69,12,5,0,3,14,5,0,220,7.7,319,1020:52,18:14,118,131,47.4,23,248,33,37,,tkachbr01
91,Carter Verhaeghe,25,FLA,C,43,18,18,36,24,31,16,1,1,3,17,1,0,107,16.8,173,762:32,17:44,23,26,46.9,14,33,19,26,,verhaca01
92,MacKenzie Weegar,27,FLA,D,54,6,30,36,29,45,6,0,0,1,25,3,2,101,5.9,182,1194:16,22:07,0,0,,83,118,44,52,ASnhl-7Norris-8,weegama01
93,Jakub Vrána,24,2TM,LW,50,19,17,36,10,10,19,0,0,7,12,5,0,100,19.0,196,750:21,15:00,4,5,44.4,8,29,20,31,,vranaja01
93,Jakub Vrána,24,WSH,LW,39,11,14,25,9,8,11,0,0,4,10,4,0,68,16.2,139,560:22,14:22,2,3,40.0,4,26,15,18,,vranaja01
93,Jakub Vrána,24,DET,LW,11,8,3,11,1,2,8,0,0,3,2,1,0,32,25.0,57,189:59,17:16,2,2,50.0,4,3,5,13,,vranaja01
94,Josh Bailey,31,NYI,C,54,8,27,35,12,4,8,0,0,1,18,9,0,77,10.4,122,944:59,17:30,14,18,43.8,19,13,19,39,Byng-17,bailejo01
95,Jamie Benn,31,DAL,LW,52,11,24,35,13,33,8,3,0,2,18,6,0,124,8.9,209,924:45,17:47,268,210,56.1,27,73,18,36,,bennja01
96,Connor Brown,27,OTT,RW,56,21,14,35,1,12,15,1,5,1,11,3,0,123,17.1,200,1021:34,18:15,12,15,44.4,30,22,56,29,Selke-17,brownco02
97,Clayton Keller,22,ARI,C,56,14,21,35,-5,18,10,4,0,3,15,6,0,124,11.3,212,932:52,16:40,19,22,46.3,14,20,23,17,,kellecl01
98,Jordan Kyrou,22,STL,C,55,14,21,35,1,12,14,0,0,2,18,3,0,98,14.3,171,793:19,14:25,6,6,50.0,13,7,32,22,,kyroujo01
99,Joshua Norris,21,OTT,C,56,17,18,35,-12,13,11,6,0,2,10,8,0,96,17.7,168,922:14,16:28,379,345,52.3,34,72,17,28,AR-1Calder-4,norrijo01
100,Ryan Nugent-Hopkins,27,EDM,C,52,16,19,35,-4,22,7,9,0,2,8,11,0,135,11.9,243,1080:10,20:46,73,87,45.6,29,26,22,33,,nugenry01
101,Morgan Rielly,26,TOR,D,55,5,30,35,11,14,4,1,0,1,18,11,1,101,5.0,218,1298:41,23:37,0,0,,61,63,19,75,,riellmo01
102,Chandler Stephenson,26,VEG,C,51,14,21,35,22,29,11,2,1,5,17,3,1,83,16.9,124,922:56,18:06,375,369,50.4,35,43,23,10,,stephch02
103,Pavel Zacha,23,NJD,C,50,17,18,35,-11,10,12,5,0,4,12,6,0,103,16.5,176,857:45,17:09,312,294,51.5,10,42,20,30,,zachapa01
104,Mats Zuccarello,33,MIN,LW,42,11,24,35,9,8,8,3,0,0,21,3,0,74,14.9,143,700:38,16:41,11,21,34.4,19,12,18,18,,zuccama01
105,Cam Atkinson,31,CBJ,RW,56,15,19,34,-16,4,10,1,4,2,11,8,0,158,9.5,250,1060:18,18:56,7,23,23.3,30,22,22,45,Byng-15,atkinca01
106,Drake Batherson,22,OTT,C,56,17,17,34,-17,8,12,5,0,3,7,10,0,111,15.3,212,922:32,16:28,5,8,38.5,29,102,15,25,,bathedr01
107,Drew Doughty,31,LAK,D,56,8,26,34,-14,26,2,6,0,0,13,12,1,101,7.9,235,1477:20,26:23,0,0,,83,91,8,40,,doughdr01
108,Travis Konecny,23,PHI,C,50,11,23,34,-5,26,7,4,0,1,16,7,0,100,11.0,191,794:48,15:54,6,12,33.3,16,55,16,15,,konectr01
109,Nino Niederreiter,28,CAR,RW,56,20,14,34,20,29,16,4,0,4,13,1,0,126,15.9,205,880:11,15:43,1,6,14.3,17,68,16,26,,niedeni01
110,Jack Roslovic,24,CBJ,C,48,12,22,34,-11,14,8,4,0,1,16,6,0,85,14.1,130,811:19,16:54,232,361,39.1,22,34,19,37,,rosloja01
111,Steven Stamkos,30,TBL,C,38,17,17,34,4,16,7,10,0,1,11,5,1,91,18.7,153,694:10,18:16,238,178,57.2,10,38,5,7,,stamkst01
112,Max Comtois,22,ANA,LW,55,16,17,33,3,40,15,1,0,3,14,3,0,94,17.0,181,850:59,15:28,12,22,35.3,34,93,20,39,,comtoma01
113,Jordan Eberle,30,NYI,RW,55,16,17,33,9,16,15,1,0,2,13,4,0,128,12.5,203,921:42,16:45,3,4,42.9,18,30,15,15,,eberljo01
114,Zach Hyman,28,TOR,C,43,15,18,33,19,28,12,3,0,4,16,2,0,115,13.0,183,832:41,19:22,18,37,32.7,21,69,17,17,Selke-23,hymanza01
115,Roman Josi,30,NSH,D,48,8,25,33,-11,20,7,1,0,3,11,13,1,141,5.7,290,1168:37,24:21,0,0,,83,27,15,30,ASnhl-15Byng-42Norris-14,josiro01
116,Alex Killorn,31,TBL,C,56,15,18,33,-1,37,10,5,0,1,13,4,1,121,12.4,204,1002:43,17:54,1,2,33.3,12,59,14,10,,killoal01
117,Brock Nelson,29,NYI,C,56,18,15,33,-5,14,11,7,0,4,13,2,0,121,14.9,206,998:35,17:50,349,358,49.4,26,36,22,26,,nelsobr01
118,Alex Tuch,24,VEG,RW,55,18,15,33,16,28,16,2,0,3,13,2,0,142,12.7,242,925:27,16:50,12,20,37.5,36,52,39,18,,tuchal01
119,Tom Wilson,26,WSH,RW,47,13,20,33,1,96,8,4,1,4,16,4,0,83,15.7,138,777:18,16:32,11,15,42.3,25,105,20,16,,wilsoto01
120,Taylor Hall,29,2TM,LW,53,10,23,33,-6,26,8,2,0,1,17,6,0,136,7.4,236,946:33,17:52,7,10,41.2,15,34,19,31,,hallta02
120,Taylor Hall,29,BUF,LW,37,2,17,19,-21,24,1,1,0,0,12,5,0,88,2.3,163,691:04,18:41,2,9,18.2,11,24,10,20,,hallta02
120,Taylor Hall,29,BOS,LW,16,8,6,14,15,2,7,1,0,1,5,1,0,48,16.7,73,255:29,15:58,5,1,83.3,4,10,9,11,,hallta02
121,Mikael Backlund,31,CGY,C,54,9,23,32,-7,30,8,0,1,1,16,6,1,144,6.3,244,950:06,17:36,387,358,51.9,21,43,48,49,,backlmi01
122,Anthony Duclair,25,FLA,LW,43,10,22,32,27,18,9,1,0,1,20,1,1,104,9.6,167,674:26,15:41,0,2,0.0,9,32,11,15,,duclaan01
123,Filip Forsberg,26,NSH,C,39,12,20,32,-9,16,9,3,0,3,10,10,0,129,9.3,213,713:22,18:17,3,5,37.5,14,47,22,21,,forsbfi01
124,Samuel Girard,22,COL,D,48,5,27,32,15,16,5,0,0,0,18,9,0,79,6.3,186,1114:47,23:13,0,0,,52,31,14,32,ASnhl-19,girarsa01
125,Jordan Greenway,23,MIN,LW,56,6,26,32,5,49,6,0,0,0,25,1,0,80,7.5,142,884:30,15:48,16,17,48.5,28,87,16,18,,greenjo02
126,Patric Hörnqvist,34,FLA,RW,44,14,18,32,-3,39,6,8,0,2,14,4,0,145,9.7,200,738:28,16:47,2,12,14.3,23,80,18,10,,hornqpa01
127,Nazem Kadri,30,COL,C,56,11,21,32,-7,34,8,3,0,3,15,6,0,170,6.5,289,922:19,16:28,392,351,52.8,19,36,22,26,,kadrina01
128,Torey Krug,29,STL,D,51,2,30,32,11,25,1,1,0,0,18,12,0,111,1.8,209,1149:58,22:33,0,0,,57,51,7,25,,krugto01
129,Andrew Mangiapane,24,CGY,LW,56,18,14,32,1,24,15,2,1,4,11,3,0,91,19.8,169,933:25,16:40,2,15,11.8,33,51,40,18,,mangian01
130,Alec Martinez,33,VEG,D,53,9,23,32,26,12,6,3,0,2,17,6,0,85,10.6,183,1195:59,22:34,0,0,,168,44,12,26,Byng-52,martial01
131,Jared McCann,24,PIT,C,43,14,18,32,17,8,7,7,0,3,15,3,0,93,15.1,156,606:54,14:07,56,73,43.4,17,40,21,14,Byng-35,mccanja01
132,Victor Olofsson,25,BUF,RW,56,13,19,32,-23,6,6,7,0,0,11,8,0,129,10.1,228,973:59,17:24,1,1,50.0,12,17,23,25,Byng-52,olofsvi01
133,Neal Pionk,25,WPG,D,54,3,29,32,6,20,2,1,0,0,20,9,0,100,3.0,200,1186:31,21:58,0,0,,74,137,19,44,,pionkne01
134,Nick Schmaltz,24,ARI,C,52,10,22,32,-1,16,7,3,0,1,18,4,0,105,9.5,181,886:59,17:03,230,307,42.8,25,15,26,22,,schmani01
135,Craig Smith,31,BOS,C,54,13,19,32,21,18,9,4,0,4,17,2,0,132,9.8,236,803:15,14:53,10,13,43.5,8,66,24,16,,smithcr01
136,Dustin Brown,36,LAK,RW,49,17,14,31,-3,18,8,9,0,1,12,2,0,129,13.2,207,863:26,17:37,2,2,50.0,10,85,11,31,,browndu01
137,Thomas Chabot,24,OTT,D,49,6,25,31,-15,36,5,1,0,1,19,6,0,120,5.0,241,1287:55,26:17,0,0,,72,68,18,82,,chaboth01
138,Blake Coleman,29,TBL,C,55,14,17,31,15,37,12,1,1,3,17,0,0,122,11.5,183,850:35,15:28,2,7,22.2,20,109,25,19,,colembl01
139,Logan Couture,31,SJS,C,53,17,14,31,-10,25,14,2,1,2,10,4,0,114,14.9,196,1020:55,19:16,444,456,49.3,39,58,27,16,Selke-23,coutulo01
140,Joonas Donskoi,28,COL,RW,51,17,14,31,14,10,12,5,0,3,11,3,0,86,19.8,149,741:30,14:32,13,18,41.9,25,14,18,10,,donskjo01
141,Christian Dvorak,24,ARI,C,56,17,14,31,-11,12,8,8,1,4,11,3,0,95,17.9,154,1030:47,18:24,553,509,52.1,45,48,19,18,,dvorach01
142,Kevin Hayes,28,PHI,RW,55,12,19,31,-2,22,9,3,0,2,13,6,0,127,9.4,226,963:44,17:31,234,244,49.0,14,60,22,27,,hayeske01
143,Jack Hughes,19,NJD,C,56,11,20,31,-3,16,10,1,0,1,14,6,0,142,7.7,257,1067:32,19:04,216,395,35.4,15,15,56,74,Byng-40,hugheja03
144,Nick Leddy,29,NYI,D,56,2,29,31,-3,8,1,1,0,1,19,10,0,79,2.5,146,1209:03,21:35,0,0,,54,58,6,32,Byng-37,leddyni01
145,Timo Meier,24,SJS,RW,54,12,19,31,-5,22,10,2,0,0,11,8,0,155,7.7,298,867:06,16:03,8,20,28.6,24,75,22,25,,meierti01
146,Devon Toews,26,COL,D,53,9,22,31,29,16,7,2,0,2,18,4,0,121,7.4,221,1312:54,24:46,0,0,,87,44,32,19,ASnhl-11Norris-11,toewsde01
147,Jesper Bratt,22,NJD,W,46,7,23,30,4,8,5,2,0,1,16,6,1,101,6.9,181,739:30,16:05,3,6,33.3,18,31,17,22,,brattje01
148,Joel Eriksson Ek,24,MIN,C,56,19,11,30,16,20,19,0,0,2,9,2,0,119,16.0,169,955:15,17:03,395,444,47.1,37,105,21,10,Selke-4,eriksjo02
149,Denis Gurianov,23,DAL,RW,55,12,18,30,0,21,8,4,0,2,14,4,0,130,9.2,251,871:48,15:51,0,1,0.0,12,63,18,29,,guriade01
150,Alex Iafallo,27,LAK,C,55,13,17,30,-8,4,9,4,0,2,13,4,0,118,11.0,190,1093:48,19:53,2,5,28.6,39,26,15,9,Byng-33,iafalal01
