,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,Shots,Shots,Shots,Ice Time,Ice Time,Faceoffs,Faceoffs,Faceoffs,,,,,,-additional
681,Jonathan Quick,30,LAK,G,68,0,3,3,0,10,0,0,0,0,0,2,1,0,,0,4034:29,59:20,0,0,,0,0,0,35,ASGASnhl-3Vezina-3,quickjo01
682,Zac Rinaldo,25,BOS,C,52,1,2,3,-5,83,1,0,0,0,2,0,0,38,2.6,64,431:23,8:18,0,1,0.0,15,154,8,9,,rinalza01
683,Tim Schaller,25,BUF,C,17,1,2,3,3,2,0,0,1,1,2,0,0,18,5.6,26,141:30,8:19,40,73,35.4,9,13,3,4,,schalti01
684,Hunter Shinkaruk,21,2TM,C,8,2,1,3,-4,2,1,1,0,0,0,1,0,12,16.7,23,119:43,14:58,0,1,0.0,3,9,1,2,,shinkhu01
684,Hunter Shinkaruk,21,VAN,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,9:35,9:35,0,0,,0,1,1,0,,shinkhu01
684,Hunter Shinkaruk,21,CGY,C,7,2,1,3,-4,2,1,1,0,0,0,1,0,12,16.7,23,110:08,15:44,0,1,0.0,3,8,0,2,,shinkhu01
685,Mark Stuart,31,WPG,D,64,1,2,3,-7,66,1,0,0,0,1,0,1,39,2.6,105,1046:24,16:21,0,0,,120,162,3,43,,stuarma01
686,Fedor Tyutin,32,CBJ,D,61,1,2,3,-6,28,1,0,0,0,2,0,0,25,4.0,78,1073:00,17:35,0,0,,71,128,7,13,,tyutife01
687,Sergei Plotnikov,25,2TM,LW,45,0,3,3,-3,24,0,0,0,0,3,0,0,41,0.0,78,444:32,9:53,1,1,50.0,10,107,12,15,,plotnse01
687,Sergei Plotnikov,25,PIT,LW,32,0,2,2,-3,20,0,0,0,0,2,0,0,32,0.0,58,309:46,9:41,1,1,50.0,3,65,9,13,,plotnse01
687,Sergei Plotnikov,25,ARI,LW,13,0,1,1,0,4,0,0,0,0,1,0,0,9,0.0,20,134:46,10:22,0,0,,7,42,3,2,,plotnse01
688,Phil Varone,25,2TM,C,6,1,2,3,2,2,1,0,0,0,2,0,0,2,50.0,3,51:03,8:31,10,8,55.6,6,4,1,0,,varonph01
688,Phil Varone,25,BUF,C,5,1,1,2,1,2,1,0,0,0,1,0,0,2,50.0,3,41:34,8:19,6,3,66.7,4,3,0,0,,varonph01
688,Phil Varone,25,OTT,C,1,0,1,1,1,0,0,0,0,0,1,0,0,0,,0,9:29,9:29,4,5,44.4,2,1,1,0,,varonph01
689,Andrew Agozzino,25,COL,LW,9,0,2,2,-1,0,0,0,0,0,1,1,0,3,0.0,11,77:03,8:34,24,21,53.3,4,8,0,1,,agozzan01
690,Craig Anderson,34,OTT,G,60,0,2,2,0,0,0,0,0,0,2,0,0,0,,0,3476:32,57:57,0,0,,0,0,2,35,,andercr01
691,Bryan Bickell,29,CHI,LW,25,0,2,2,-5,2,0,0,0,0,2,0,0,21,0.0,44,244:42,9:47,2,0,100.0,10,58,4,7,,bickebr01
692,Sergei Bobrovsky,27,CBJ,G,37,0,2,2,0,2,0,0,0,0,2,0,0,1,0.0,1,2116:21,57:12,0,0,,0,0,0,6,,bobrose01
693,Mark Borowiecki,26,OTT,D,63,1,1,2,-4,107,1,0,0,0,1,0,0,27,3.7,60,921:30,14:38,0,1,0.0,99,271,3,22,,borowma01
694,Patrick Brown,23,CAR,C,7,1,1,2,4,4,1,0,0,0,1,0,0,8,12.5,13,88:14,12:36,0,0,,6,11,2,4,,brownpa02
695,Michael Chaput,23,CBJ,C,8,1,1,2,3,5,1,0,0,0,1,0,0,10,10.0,12,71:59,9:00,49,26,65.3,3,13,0,3,,chapumi01
696,Fredrik Claesson,23,OTT,D,16,0,2,2,-6,2,0,0,0,0,2,0,0,15,0.0,35,308:38,19:17,0,0,,30,33,9,14,,claesfr01
697,Hudson Fasching,20,BUF,RW,7,1,1,2,2,4,1,0,0,0,1,0,0,9,11.1,15,80:39,11:31,0,0,,1,8,4,2,,faschhu01
698,Derek Forbort,23,LAK,D,14,1,1,2,-1,17,1,0,0,0,1,0,0,14,7.1,30,154:38,11:03,0,0,,7,9,0,3,,forbode01
699,Tom Gilbert,33,MTL,D,45,1,1,2,3,12,1,0,0,0,0,0,1,36,2.8,82,758:52,16:52,0,0,,88,29,6,39,,gilbeto01
700,Nikolay Goldobin,20,SJS,LW,9,1,1,2,1,0,1,0,0,0,1,0,0,7,14.3,16,100:40,11:11,0,0,,1,0,3,1,,goldoni01
701,Petter Granberg,23,NSH,D,27,0,2,2,1,13,0,0,0,0,2,0,0,12,0.0,22,370:26,13:43,0,0,,26,48,0,7,,granbpe01
702,Freddie Hamilton,24,CGY,C,4,1,1,2,1,0,0,0,1,0,1,0,0,7,14.3,10,50:48,12:42,12,9,57.1,2,8,1,2,,hamilfr01
703,Charles Hudon,21,MTL,LW,3,0,2,2,2,0,0,0,0,0,2,0,0,3,0.0,7,32:05,10:42,0,1,0.0,1,7,2,0,,hudonch01
704,Dustin Jeffrey,27,ARI,C,7,1,1,2,2,2,1,0,0,0,1,0,0,5,20.0,6,79:51,11:24,35,23,60.3,1,2,0,0,,jeffrdu01
705,Chad Johnson,29,BUF,G,45,0,2,2,0,0,0,0,0,0,2,0,0,0,,0,2591:05,57:35,0,0,,0,0,0,19,,johnsch02
706,Chris Kelly,35,BOS,C,11,2,0,2,3,0,1,0,1,0,0,0,0,8,25.0,14,143:57,13:05,22,30,42.3,13,13,2,2,,kellych01
707,Jujhar Khaira,21,EDM,LW,15,0,2,2,-2,13,0,0,0,0,2,0,0,14,0.0,30,155:19,10:21,0,1,0.0,6,29,6,4,,khairju01
708,Eddie Läck,28,CAR,G,34,0,2,2,0,0,0,0,0,0,2,0,0,0,,0,1920:06,56:28,0,0,,0,0,0,13,,lacked01
709,Lucas Lessio,23,MTL,LW,12,1,1,2,1,2,1,0,0,1,1,0,0,14,7.1,24,125:42,10:29,0,2,0.0,5,24,2,2,,lessilu01
710,Tobias Lindberg,20,TOR,RW,6,0,2,2,0,4,0,0,0,0,2,0,0,12,0.0,25,95:02,15:50,0,3,0.0,1,10,2,2,,lindbto01
711,Viktor Lööv,23,TOR,D,4,0,2,2,4,0,0,0,0,0,2,0,0,1,0.0,7,41:50,10:28,0,0,,1,8,0,0,,loovvi01
712,Roberto Luongo,36,FLA,G,62,0,2,2,0,4,0,0,0,0,0,2,0,0,,0,3601:51,58:06,0,0,,0,0,0,13,ASGASnhl-5Hart-15Vezina-4,luongro01
713,Jacob Markström,26,VAN,G,33,0,2,2,0,4,0,0,0,0,2,0,0,0,,0,1847:26,55:59,0,0,,0,0,0,17,,marksja02
714,Michael McCarron,20,MTL,RW,20,1,1,2,-10,37,1,0,0,0,1,0,0,41,2.4,56,233:38,11:41,85,84,50.3,8,49,4,7,,mccarmi01
715,Greg McKegg,23,FLA,C,15,2,0,2,1,2,2,0,0,0,0,0,0,14,14.3,23,123:52,8:15,50,61,45.0,6,20,4,1,,mckeggr01
716,Jayson Megna,25,NYR,C,6,1,1,2,-1,2,1,0,0,0,1,0,0,9,11.1,21,73:29,12:15,1,0,100.0,1,6,1,2,,megnaja01
717,Drew Miller,31,DET,LW,28,1,1,2,-5,2,1,0,0,0,1,0,0,27,3.7,44,363:14,12:58,1,1,50.0,33,39,8,6,,milledr01
718,Travis Moen,33,DAL,LW,23,0,2,2,-3,21,0,0,0,0,1,0,1,12,0.0,17,188:25,8:12,4,1,80.0,13,30,4,4,,moentr01
719,Petr Mrázek,23,DET,G,54,0,2,2,0,2,0,0,0,0,2,0,0,0,,0,2960:35,54:50,0,0,,0,0,0,19,,mrazepe01
720,Aaron Ness,25,WSH,D,8,0,2,2,4,2,0,0,0,0,2,0,0,8,0.0,18,99:06,12:23,0,0,,7,4,0,2,,nessaa01
721,Antti Niemi,32,DAL,G,48,0,2,2,0,2,0,0,0,0,1,1,0,0,,0,2653:47,55:17,0,0,,0,0,0,9,,niemian02
722,Brian O'Neill,27,NJD,C,22,0,2,2,-3,8,0,0,0,0,2,0,0,14,0.0,24,227:57,10:22,2,4,33.3,9,36,4,3,,oneilbr01
723,Jamie Oleksiak,23,DAL,D,19,0,2,2,-5,21,0,0,0,0,2,0,0,13,0.0,28,241:36,12:43,0,0,,29,54,4,17,,oleksja01
724,Steve Ott,33,STL,C,21,0,2,2,-3,34,0,0,0,0,2,0,0,21,0.0,30,229:17,10:55,39,31,55.7,5,34,3,1,,ottst01
725,Adam Pelech,21,NYI,D,9,0,2,2,-1,0,0,0,0,0,2,0,0,8,0.0,18,158:13,17:35,0,0,,16,16,1,7,,pelecad01
726,Blake Pietila,22,NJD,LW,7,1,1,2,0,2,1,0,0,0,1,0,0,10,10.0,15,84:14,12:02,0,0,,3,19,0,0,,pietibl01
727,Paul Postma,26,WPG,D,26,2,0,2,-3,4,2,0,0,0,0,0,0,24,8.3,58,297:46,11:27,0,0,,14,13,4,8,,postmpa01
728,Pekka Rinne,33,NSH,G,66,0,2,2,0,6,0,0,0,0,1,0,1,0,,0,3895:22,59:01,0,0,,0,2,1,52,ASG,rinnepe01
729,Buddy Robinson,24,OTT,RW,3,1,1,2,2,4,1,0,0,1,1,0,0,5,20.0,7,25:48,8:36,0,1,0.0,1,11,0,1,,robinbu01
730,Evan Rodrigues,22,BUF,C,2,1,1,2,2,0,1,0,0,0,1,0,0,8,12.5,12,23:30,11:45,0,0,,0,3,0,0,,rodriev01
731,David Rundblad,25,CHI,D,9,0,2,2,-2,6,0,0,0,0,0,2,0,13,0.0,25,129:21,14:22,0,0,,3,3,4,12,,rundbda01
732,Derek Ryan,29,CAR,C,6,2,0,2,1,2,1,1,0,0,0,0,0,5,40.0,9,73:13,12:12,35,24,59.3,0,2,4,2,,ryande01
733,Daniel Sprong,18,PIT,RW,18,2,0,2,-1,0,2,0,0,0,0,0,0,23,8.7,43,157:03,8:44,1,1,50.0,3,14,4,5,,spronda01
734,Christian Thomas,23,2TM,LW,6,0,2,2,1,2,0,0,0,0,2,0,0,9,0.0,12,53:38,8:56,0,0,,1,5,1,1,,thomach01
734,Christian Thomas,23,MTL,LW,5,0,2,2,1,2,0,0,0,0,2,0,0,6,0.0,9,43:03,8:37,0,0,,0,5,1,1,,thomach01
734,Christian Thomas,23,ARI,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,3,10:35,10:35,0,0,,1,0,0,0,,thomach01
735,Nikita Tryamkin,21,VAN,D,13,1,1,2,-3,10,1,0,0,0,1,0,0,11,9.1,35,227:45,17:31,0,0,,23,31,1,3,,tryamni01
736,Pavel Zacha,18,NJD,C,1,0,2,2,4,0,0,0,0,0,2,0,0,3,0.0,4,16:51,16:51,3,6,33.3,0,1,2,0,,zachapa01
737,Nikita Zadorov,20,COL,D,22,0,2,2,-5,12,0,0,0,0,2,0,0,18,0.0,43,372:31,16:56,0,0,,16,53,6,10,,zadorni01
738,Stefan Matteau,21,2TM,LW,32,1,1,2,-13,17,1,0,0,0,1,0,0,27,3.7,53,329:03,10:17,0,0,,7,67,2,9,,mattest02
738,Stefan Matteau,21,NJD,LW,20,1,0,1,-9,13,1,0,0,0,0,0,0,22,4.5,36,201:30,10:05,0,0,,4,39,2,5,,mattest02
738,Stefan Matteau,21,MTL,LW,12,0,1,1,-4,4,0,0,0,0,1,0,0,5,0.0,17,127:33,10:38,0,0,,3,28,0,4,,mattest02
739,David Warsofsky,25,2TM,D,22,1,1,2,-9,2,0,1,0,0,0,1,0,40,2.5,83,376:43,17:07,0,0,,23,5,4,17,,warsoda01
739,David Warsofsky,25,PIT,D,12,1,0,1,-6,0,0,1,0,0,0,0,0,21,4.8,46,213:04,17:45,0,0,,10,2,3,10,,warsoda01
739,David Warsofsky,25,NJD,D,10,0,1,1,-3,2,0,0,0,0,0,1,0,19,0.0,37,163:39,16:22,0,0,,13,3,1,7,,warsoda01
740,Noel Acciari,24,BOS,C,19,0,1,1,-4,8,0,0,0,0,1,0,0,18,0.0,28,187:57,9:54,60,76,44.1,4,52,1,4,,acciano01
741,Frederik Andersen,26,ANA,G,43,0,1,1,0,2,0,0,0,0,1,0,0,0,,0,2297:56,53:26,0,0,,0,0,0,22,Jennings-1,anderfr01
742,Mike Angelidis,30,TBL,LW,4,1,0,1,2,5,1,0,0,1,0,0,0,1,100.0,6,36:00,9:00,10,21,32.3,1,6,1,1,,angelmi01
743,Reto Berra,29,COL,G,14,0,1,1,0,2,0,0,0,0,1,0,0,0,,0,720:43,51:29,0,0,,0,0,0,4,,berrare01
744,Ben Bishop,29,TBL,G,61,0,1,1,0,4,0,0,0,0,1,0,0,0,,0,3584:38,58:46,0,0,,0,1,0,29,ASGASnhl-2Hart-10Vezina-2,bishobe01
745,T.J. Brennan,26,TOR,D,7,1,0,1,-6,6,1,0,0,0,0,0,0,11,9.1,26,105:41,15:06,0,0,,5,7,2,2,,brenntj01
746,Andrew Campbell,27,TOR,D,6,0,1,1,0,2,0,0,0,0,1,0,0,1,0.0,3,69:30,11:35,0,0,,10,5,1,1,,campban01
747,Paul Carey,27,WSH,C,4,1,0,1,0,0,1,0,0,0,0,0,0,5,20.0,5,39:53,9:58,0,0,,1,6,0,0,,careypa01
748,Corey Crawford,31,CHI,G,58,0,1,1,0,2,0,0,0,0,0,1,0,0,,0,3322:39,57:17,0,0,,0,0,0,38,ASnhl-4Vezina-5,crawfco01
749,Tommy Cross,26,BOS,D,3,0,1,1,-1,0,0,0,0,0,0,0,1,0,,3,39:16,13:05,0,0,,1,3,0,0,,crossto01
750,Craig Cunningham,25,ARI,RW,10,0,1,1,-1,2,0,0,0,0,1,0,0,13,0.0,18,100:50,10:05,2,1,66.7,4,15,2,1,,cunnicr01
751,Zac Dalpe,26,MIN,C,2,1,0,1,0,0,1,0,0,0,0,0,0,3,33.3,3,20:30,10:15,11,6,64.7,0,3,0,0,,dalpeza01
752,Laurent Dauphin,20,ARI,C,8,1,0,1,0,4,1,0,0,0,0,0,0,7,14.3,16,90:31,11:19,32,41,43.8,7,6,3,0,,dauphla01
753,Jacob de La Rose,20,MTL,LW,22,0,1,1,-6,6,0,0,0,0,1,0,0,20,0.0,45,273:34,12:26,67,63,51.5,19,39,6,3,,delarja01
754,Jason Dickinson,20,DAL,C,1,1,0,1,1,0,1,0,0,0,0,0,0,2,50.0,3,11:55,11:55,1,6,14.3,1,0,0,1,,dickija01
755,Louis Domingue,23,ARI,G,39,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,2206:04,56:34,0,0,,0,0,0,15,,dominlo01
756,Turner Elson,23,CGY,LW,1,0,1,1,1,0,0,0,0,0,1,0,0,0,,0,14:54,14:54,0,0,,0,2,0,0,,elsontu01
757,Taylor Fedun,27,VAN,D,1,0,1,1,1,0,0,0,0,0,1,0,0,0,,0,18:48,18:48,0,0,,3,3,0,0,,fedunta01
758,Kevin Fiala,19,NSH,LW,5,1,0,1,0,0,1,0,0,0,0,0,0,11,9.1,19,65:46,13:09,0,0,,2,2,0,3,,fialake01
759,Marc-André Fleury,31,PIT,G,58,0,1,1,0,2,0,0,0,0,1,0,0,0,,0,3462:33,59:42,0,0,,0,1,0,29,ASnhl-8,fleurma01
760,Johan Franzén,36,DET,RW,2,0,1,1,0,2,0,0,0,0,0,1,0,3,0.0,6,25:54,12:57,0,1,0.0,0,3,0,0,,franzjo01
761,Brendan Gaunce,21,VAN,C,20,1,0,1,-9,2,1,0,0,0,0,0,0,34,2.9,52,255:10,12:46,49,58,45.8,3,34,11,7,,gauncbr01
762,Frederik Gauthier,20,TOR,C,7,0,1,1,-5,0,0,0,0,0,0,0,1,3,0.0,7,96:55,13:51,52,58,47.3,7,10,1,1,,gauthfr01
763,Luke Gazdic,26,EDM,LW,29,1,0,1,-6,24,1,0,0,0,0,0,0,18,5.6,27,179:44,6:12,0,1,0.0,9,35,2,1,,gazdilu01
764,John Gibson,22,ANA,G,40,0,1,1,0,2,0,0,0,0,1,0,0,0,,0,2294:40,57:22,0,0,,0,0,0,11,ASGAR-1Calder-7Jennings-1Vezina-7,gibsojo02
765,Brandon Gormley,23,COL,D,26,0,1,1,-3,8,0,0,0,0,1,0,0,11,0.0,32,316:34,12:11,0,0,,19,18,5,12,,gormlbr01
766,Yanni Gourde,24,TBL,C,2,0,1,1,1,2,0,0,0,0,1,0,0,0,,1,14:38,7:19,0,0,,1,2,0,0,,gourdya01
767,Derek Grant,25,CGY,C,15,0,1,1,-7,2,0,0,0,0,1,0,0,22,0.0,36,163:11,10:53,61,50,55.0,11,25,3,1,,grantde01
768,Thomas Greiss,30,NYI,G,41,0,1,1,0,2,0,0,0,0,0,1,0,0,,0,2287:28,55:48,0,0,,0,0,0,22,,greisth01
769,Seth Griffith,23,BOS,C,4,0,1,1,-4,4,0,0,0,0,0,1,0,2,0.0,4,39:52,9:58,0,0,,0,4,0,1,,griffse01
770,Jaroslav Halák,30,NYI,G,36,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,2091:11,58:05,0,0,,0,0,0,27,,halakja01
771,Micheal Haley,29,SJS,C,16,1,0,1,-2,48,1,0,0,0,0,0,0,10,10.0,15,113:34,7:06,11,8,57.9,4,39,0,9,,haleymi01
772,Ben Harpur,21,OTT,D,5,0,1,1,1,2,0,0,0,0,1,0,0,3,0.0,4,68:18,13:40,0,0,,7,9,0,2,,harpube01
773,Scott Harrington,22,TOR,D,15,0,1,1,0,4,0,0,0,0,1,0,0,9,0.0,31,196:25,13:06,0,0,,16,23,1,3,,harrisc01
774,Ryan Hartman,21,CHI,RW,3,0,1,1,-1,0,0,0,0,0,1,0,0,3,0.0,10,27:43,9:14,1,3,25.0,3,5,3,1,,hartmry01
775,Martin Havlát,34,STL,RW,2,1,0,1,0,0,1,0,0,1,0,0,0,3,33.3,4,21:47,10:54,0,0,,0,1,3,0,,havlama01
776,Seth Helgeson,25,NJD,D,19,0,1,1,-5,17,0,0,0,0,1,0,0,9,0.0,22,265:10,13:57,0,0,,23,46,2,8,,helgese01
777,Braden Holtby,26,WSH,G,66,0,1,1,0,6,0,0,0,0,1,0,0,0,,0,3841:11,58:12,0,0,,0,1,0,28,ASGASnhl-1Hart-4Vezina-1,holtbbr01
778,Jimmy Howard,31,DET,G,37,0,1,1,0,2,0,0,0,0,1,0,0,0,,0,1973:53,53:21,0,0,,0,0,0,12,,howarja02
779,Marek Hrivík,24,NYR,LW,5,0,1,1,3,0,0,0,0,0,1,0,0,3,0.0,5,53:35,10:43,3,2,60.0,1,6,0,3,,hrivima01
780,Carter Hutton,30,NSH,G,17,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,978:56,57:35,0,0,,0,0,0,10,,huttoca01
781,Michal Jordán,25,CAR,D,36,1,0,1,-5,12,1,0,0,0,0,0,0,36,2.8,76,546:08,15:10,0,0,,34,24,6,8,,jordami01
782,Bracken Kearns,34,NYI,C,2,0,1,1,1,4,0,0,0,0,0,0,1,0,,0,31:47,15:54,8,4,66.7,2,5,0,1,,kearnbr01
783,Rob Klinkhammer,29,EDM,LW,14,1,0,1,-6,6,1,0,0,0,0,0,0,10,10.0,26,131:46,9:25,1,0,100.0,4,47,3,3,,klinkro01
784,Slater Koekkoek,21,TBL,D,9,0,1,1,-1,2,0,0,0,0,1,0,0,11,0.0,22,92:49,10:19,0,0,,5,6,3,3,,koekksl01
785,Mike Kostka,30,OTT,D,15,0,1,1,6,4,0,0,0,0,1,0,0,9,0.0,17,222:43,14:51,0,0,,20,7,0,6,,kostkmi01
786,Robin Lehner,24,BUF,G,21,0,1,1,0,8,0,0,0,0,0,1,0,0,,0,1164:05,55:26,0,0,,0,0,0,5,,lehnero01
787,Anders Lindbäck,27,ARI,G,19,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,906:08,47:41,0,0,,0,0,0,6,,lindban01
788,J.C. Lipon,22,WPG,RW,9,0,1,1,0,5,0,0,0,0,1,0,0,4,0.0,7,62:42,6:58,0,0,,2,29,1,0,,liponj.01
789,Scott Mayfield,23,NYI,D,6,1,0,1,-4,11,1,0,0,0,0,0,0,4,25.0,12,102:39,17:07,0,0,,15,12,0,3,,mayfisc01
790,Colin McDonald,31,PHI,RW,5,1,0,1,0,7,1,0,0,0,0,0,0,4,25.0,6,40:43,8:09,0,0,,1,16,0,0,,mcdonco01
791,Curtis McElhinney,32,CBJ,G,18,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,835:26,46:25,0,0,,0,0,0,3,,mcelhcu01
792,Sonny Milano,19,CBJ,LW,3,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,5,40:08,13:23,0,0,,2,4,1,1,,milanso01
793,Ryan Miller,35,VAN,G,51,0,1,1,0,2,0,0,0,0,1,0,0,0,,0,3043:29,59:41,0,0,,0,0,0,31,,millery01
794,Michal Neuvirth,27,PHI,G,32,0,1,1,0,2,0,0,0,0,1,0,0,0,,0,1825:29,57:03,0,0,,0,0,0,9,,neuvimi01
795,Nikita Nikitin,29,EDM,D,11,0,1,1,-5,8,0,0,0,0,1,0,0,12,0.0,33,162:50,14:48,0,0,,9,14,0,4,,nikitni01
796,Anders Nilsson,25,2TM,G,29,0,1,1,0,4,0,0,0,0,1,0,0,0,,0,1500:35,51:45,0,0,,0,0,0,6,,nilssan01
796,Anders Nilsson,25,EDM,G,26,0,1,1,0,4,0,0,0,0,1,0,0,0,,0,1413:17,54:21,0,0,,0,0,0,5,,nilssan01
796,Anders Nilsson,25,STL,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,87:18,29:06,0,0,,0,0,0,1,,nilssan01
797,Dylan Olsen,25,FLA,D,8,0,1,1,-1,2,0,0,0,0,1,0,0,9,0.0,13,110:01,13:45,0,0,,7,6,0,1,,olsendy01
798,Xavier Ouellet,22,DET,D,5,0,1,1,-2,2,0,0,0,0,1,0,0,4,0.0,10,81:13,16:15,0,0,,3,5,3,1,,ouellxa01
799,Calvin Pickard,23,COL,G,20,0,1,1,0,0,0,0,0,0,0,1,0,0,,0,985:26,49:16,0,0,,0,0,0,8,,pickaca01
800,Alan Quine,22,NYI,C,2,1,0,1,0,0,0,0,1,0,0,0,0,5,20.0,12,35:31,17:46,16,10,61.5,3,3,1,2,,quineal01
801,Karri Rämö,29,CGY,G,37,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,2144:38,57:58,0,0,,0,0,1,24,,ramoka01
802,Tuukka Rask,28,BOS,G,64,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,3678:03,57:28,0,0,,0,0,0,18,,rasktu01
803,Griffin Reinhart,22,EDM,D,29,0,1,1,-6,20,0,0,0,0,1,0,0,24,0.0,61,524:10,18:04,0,0,,46,62,6,26,,reinhgr01
804,Brett Ritchie,22,DAL,RW,8,0,1,1,-3,7,0,0,0,0,1,0,0,15,0.0,25,92:49,11:36,0,0,,3,30,2,3,,ritchbr01
805,Tuomo Ruutu,32,NJD,LW,33,0,1,1,-7,8,0,0,0,0,1,0,0,34,0.0,52,379:39,11:30,2,3,40.0,8,63,10,8,,ruututu01
806,John Scott,33,2TM,LW,12,0,1,1,-1,27,0,0,0,0,1,0,0,6,0.0,6,78:20,6:32,0,0,,3,23,1,3,ASG,scottjo01
806,John Scott,33,ARI,LW,11,0,1,1,0,25,0,0,0,0,1,0,0,6,0.0,6,69:19,6:18,0,0,,3,20,1,2,,scottjo01
806,John Scott,33,MTL,LW,1,0,0,0,-1,2,0,0,0,0,0,0,0,0,,0,9:01,9:01,0,0,,0,3,0,1,,scottjo01
807,Tom Sestito,28,PIT,LW,4,0,1,1,1,19,0,0,0,0,1,0,0,1,0.0,1,23:11,5:48,0,0,,1,13,0,1,,sestito01
808,Drew Shore,25,CGY,C,2,0,1,1,0,2,0,0,0,0,1,0,0,3,0.0,3,27:59,14:00,4,6,40.0,1,0,1,0,,shoredr01
809,Patrick Sieloff,21,CGY,D,1,1,0,1,1,2,1,0,0,1,0,0,0,1,100.0,3,17:59,17:59,0,0,,2,3,0,0,,sielopa01
810,Zach Sill,27,WSH,C,10,1,0,1,0,2,1,0,0,0,0,0,0,13,7.7,23,99:20,9:56,33,44,42.9,6,20,4,3,,sillza01
811,Dominik Simon,21,PIT,C,3,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,2,18:13,6:04,0,0,,1,1,0,1,,simondo01
812,Anton Slepyshev,21,EDM,RW,11,0,1,1,-5,2,0,0,0,0,1,0,0,5,0.0,16,95:36,8:41,1,0,100.0,1,13,2,2,,slepyan01
813,Mike Smith,33,ARI,G,32,0,1,1,0,2,0,0,0,0,1,0,0,0,,0,1752:54,54:47,0,0,,0,0,1,19,,smithmi01
814,Alex Stalock,28,SJS,G,13,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,674:08,51:51,0,0,,0,0,0,5,,staloal01
815,Cam Talbot,28,EDM,G,56,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,3222:49,57:33,0,0,,0,0,0,37,,talboca01
816,Sergey Tolchinsky,20,CAR,LW,2,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,3,23:35,11:48,0,1,0.0,0,1,1,0,,tolchse01
817,Joel Vermin,23,TBL,RW,6,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,5,54:50,9:08,1,0,100.0,2,6,0,1,,vermijo01
818,Tyler Wotherspoon,22,CGY,D,11,0,1,1,0,0,0,0,0,0,1,0,0,9,0.0,30,155:52,14:10,0,0,,16,14,1,6,,wothety01
819,Michael Zalewski,23,VAN,LW,3,0,1,1,1,2,0,0,0,0,1,0,0,2,0.0,3,35:34,11:51,6,4,60.0,0,7,0,1,,zalewmi01
820,Kenny Agostino,23,CGY,LW,2,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,3,27:06,13:33,0,0,,0,3,2,5,,agostke01
821,Jake Allen,25,STL,G,47,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2583:22,54:58,0,0,,0,0,0,21,,allenja01
822,Josh Archibald,23,PIT,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,5:02,5:02,0,0,,1,1,0,0,,archijo01
823,Richard Bachman,28,VAN,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,59:52,59:52,0,0,,0,0,0,1,,bachmri01
824,Niklas Bäckström,37,CGY,G,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,232:43,58:11,0,0,,0,0,0,2,,backsni01
825,Justin Bailey,20,BUF,RW,8,0,0,0,-2,2,0,0,0,0,0,0,0,22,0.0,28,92:49,11:36,0,0,,6,8,4,3,,baileju01
826,Victor Bartley,27,2TM,D,10,0,0,0,2,6,0,0,0,0,0,0,0,8,0.0,16,133:11,13:19,0,0,,17,21,0,7,,bartlvi01
826,Victor Bartley,27,NSH,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,1,13:15,13:15,0,0,,5,2,0,1,,bartlvi01
826,Victor Bartley,27,MTL,D,9,0,0,0,3,6,0,0,0,0,0,0,0,8,0.0,15,119:56,13:20,0,0,,12,19,0,6,,bartlvi01
827,Cody Bass,29,NSH,C,17,0,0,0,-1,17,0,0,0,0,0,0,0,11,0.0,16,130:16,7:40,12,9,57.1,8,26,2,0,,bassco01
828,Kyle Baun,23,CHI,RW,2,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,1,18:06,9:03,0,0,,0,3,0,0,,baunky01
829,Taylor Beck,24,NYI,LW,2,0,0,0,0,2,0,0,0,0,0,0,0,0,,3,16:58,8:29,0,0,,0,6,0,0,,beckta01
830,André Benoit,32,STL,D,2,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,27:10,13:35,0,0,,5,1,0,0,,benoian01
